Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, SNR(db), Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
157, The hearts of the passengers beat loud enough perhaps to be heard, the hearts of the passengers be low enough perhaps to be heard,  0.00,  0.13, 510, 54.12,  0.999998, -0.05, -0.05, 0, 0, 
158, but at any rate the quiet pause was audibly expressive of people out of breath, but at any rate the quiet pose was o the gret xpressive of people out of breath,  0.00,  0.14, 610, 55.73,  0.999999, -0.06, -0.06, 0, 0, 
159, and holding the breath and having the pulses quickened by expectation, and holding the breath and having the pulses quick and by expectation,  0.00,  0.13, 610, 55.67,  0.999999, -0.01, -0.01, 0, 0, 
160, The sound of a horse at a gallop came fast and furiously up the hill, the sound of the horse at a gallop came fast and free as thy up the hill, -0.00,  0.14, 610, 55.71,  0.999999,  0.05,  0.05, 0, 0, 
161, So ho the guard sang out as loud as he could roar, so how the guard sang out as loud as he drew rear, -0.00,  0.14, 610, 55.73,  0.999999,  0.14,  0.14, 0, 0, 
162, Yo there Stand I shall fire The pace was suddenly checked and with much splashing and floundering, now there stand i sell fire the pace was southernly chap in with much splashing and floundering,  0.00,  0.14, 610, 55.70,  0.999999, -0.00, -0.00, 0, 0, 
163, a man's voice called from the mist, a man voice called from the mist, -0.00,  0.14, 70, 36.95,  0.999899, -0.10, -0.10, 0, 0, 
164, Is that the Dover mail, he set the dover mail, -0.00,  0.14, 170, 44.55,  0.999982, -0.00, -0.00, 0, 0, 
165, Never you mind what it is the guard retorted, never you mind what it is the guard read order,  0.00,  0.15, 610, 55.67,  0.999999, -0.11, -0.11, 0, 0, 
166, What are you, love are you,  0.00,  0.14, 390, 51.89,  0.999997,  0.03,  0.03, 0, 0, 
167, Is that the Dover mail, he set the dover mail, -0.00,  0.14, 190, 45.54,  0.999986, -0.00, -0.00, 0, 0, 
168, Why do you want to know, lie you want to know,  0.00,  0.16, 50, 34.00,  0.999801, -0.00, -0.00, 0, 0, 
169, I want a passenger if it is What passenger, i want the passenger it is what passenger, -0.00,  0.13, 610, 55.67,  0.999999,  0.04,  0.04, 0, 0, 
170, Mr Jarvis Lorry Our booked passenger showed in a moment that it was his name, mister darvasloriourbookedpassengersodinthemoment that it was his name,  0.00,  0.15, 610, 55.65,  0.999999,  0.04,  0.04, 0, 0, 
171, The guard the coachman, the dart the coatsman, -0.00,  0.12, 610, 55.67,  0.999999,  0.05,  0.05, 0, 0, 
172, and the two other passengers eyed him distrustfully, and the two other passengers i can distrustfully,  0.00,  0.14, 610, 55.68,  0.999999,  0.02,  0.02, 0, 0, 
173, Keep where you are the guard called to the voice in the mist, take care you are the bard called to the voice in the mist,  0.00,  0.14, 610, 55.75,  0.999999, -0.03, -0.03, 0, 0, 
174, because if I should make a mistake, because if i sold made a mistake,  0.00,  0.13, 610, 55.66,  0.999999, -0.14, -0.14, 0, 0, 
175, it could never be set right in your lifetime, it could never be set right in her life time, -0.00,  0.14, 610, 55.72,  0.999999, -0.05, -0.05, 0, 0, 
176, Gentleman of the name of Lorry answer straight, gentleman of the name of lorianswerstraye,  0.00,  0.16, 610, 55.67,  0.999999, -0.05, -0.05, 0, 0, 
177, What is the matter asked the passenger, what is the matter as the passenger,  0.00,  0.13, 50, 33.97,  0.999800, -0.00, -0.00, 0, 0, 
178, then with mildly quavering speech, then with my old le quavering speech, -0.00,  0.15, 610, 55.71,  0.999999, -0.07, -0.07, 0, 0, 
179, Who wants me Is it Jerry I don't like Jerry's voice, who wants me as a tarry i then like jerry's voice,  0.00,  0.15, 610, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
180, if it is Jerry growled the guard to himself, if it is terry ground the guard to himself,  0.00,  0.14, 610, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
181, He's hoarser than suits me, he is worse than suits me,  0.00,  0.14, 610, 55.76,  0.999999,  0.05,  0.05, 0, 0, 
182, Mr Lorry What is the matter, miss e lory what is the matter,  0.00,  0.15, 30, 29.56,  0.999447,  0.05,  0.05, 0, 0, 
183, A despatch sent after you from over yonder, of this path sent after you from over yonder, -0.00,  0.14, 610, 55.70,  0.999999,  0.03,  0.03, 0, 0, 
184, I know this messenger guard said Mr Lorry, i know this messenger that said mister lorry, -0.00,  0.16, 610, 55.68,  0.999999, -0.04, -0.04, 0, 0, 
185, getting down into the road assisted from behind more swiftly than politely by the other two passengers, getting down into the road assisted from behind more swiftly than be lightly by the other two passengers,  0.00,  0.14, 610, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
186, who immediately scrambled into the coach shut the door and pulled up the window, who immediately scrambled into the coach shut the door and pulled up a window, -0.00,  0.15, 610, 55.68,  0.999999, -0.09, -0.09, 0, 0, 
187, He may come close there's nothing wrong, he, -0.00,  0.15, 5.000000e-01, -5.95,  0.446376,  0.00,  0.00, 0, 0, 
188, I hope there ain't but I can't make so 'Nation sure of that, i hope there ain't wot i can't make so nation sure of that,  0.00,  0.14, 610, 55.71,  0.999999,  0.00,  0.00, 0, 0, 
189, said the guard in gruff soliloquy, said the garden bruthsalimaally, -0.00,  0.14, 610, 55.79,  0.999999,  0.23,  0.23, 0, 0, 
190, Hallo you Well And hallo you said Jerry, hallo you well and allow you said cherry, -0.00,  0.16, 610, 55.70,  0.999999,  0.00,  0.00, 0, 0, 
191, more hoarsely than before, more voice than before,  0.00,  0.15, 610, 55.80,  0.999999, -0.00, -0.00, 0, 0, 
192, Come on at a footpace d'ye mind me, come on at the full pace i mind me, -0.00,  0.15, 610, 55.68,  0.999999,  0.03,  0.03, 0, 0, 
193, And if you've got holsters to that saddle o' yourn, and if you thugfleterstothetsevelolyoon, -0.00,  0.15, 610, 55.72,  0.999999, -0.00, -0.00, 0, 0, 
194, don't let me see your hand go nigh 'em, to let me see your hand go night a,  0.00,  0.14, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
195, For I'm a devil at a quick mistake, for i am a devil of the pit miss take, -0.00,  0.14, 610, 55.72,  0.999999,  0.00,  0.00, 0, 0, 
196, and when I make one it takes the form of Lead, and when i make when he takes the form of lead,  0.00,  0.15, 610, 55.71,  0.999999, -0.07, -0.07, 0, 0, 
197, So now let's look at you, so mel let a a at you, -0.00,  0.15, 530, 54.53,  0.999998, -0.03, -0.03, 0, 0, 
198, The figures of a horse and rider came slowly through the eddying mist, the figures of the horse and rider came slowly through the eddying mist, -0.00,  0.15, 610, 55.70,  0.999999,  0.06,  0.06, 0, 0, 
199, and came to the side of the mail where the passenger stood, and came to the side of the miller of the passenger stood,  0.00,  0.14, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
200, The rider stooped and casting up his eyes at the guard, the river too and casting up his eyes at the guard,  0.00,  0.13, 610, 55.71,  0.999999,  0.01,  0.01, 0, 0, 
201, handed the passenger a small folded paper, and if the passenger a small folded paper, -0.00,  0.14, 610, 55.71,  0.999999, -0.06, -0.06, 0, 0, 
202, The rider's horse was blown and both horse and rider were covered with mud, the rider's horse was blown and both force and river were covered with mud, -0.00,  0.14, 610, 55.73,  0.999999, -0.03, -0.03, 0, 0, 
203, from the hoofs of the horse to the hat of the man, from the hoofs of the horse to the heat of the man, -0.00,  0.12, 610, 55.68,  0.999999, -0.21, -0.21, 0, 0, 
204, Guard said the passenger in a tone of quiet business confidence, thord said the passenger in a tone of polite business confidence,  0.00,  0.13, 610, 55.68,  0.999999,  0.00,  0.00, 0, 0, 
205, The watchful guard with his right hand at the stock of his raised blunderbuss, the watchful dark with his right hand at the top of his race blunder bus,  0.00,  0.13, 610, 55.73,  0.999999,  0.01,  0.01, 0, 0, 
206, his left at the barrel and his eye on the horseman answered curtly, his left at the barrel and his eye on the horseman answered purely, -0.00,  0.14, 50, 33.99,  0.999801, -0.04, -0.04, 0, 0, 
207, Sir There is nothing to apprehend, sure there is nothing to apprehend, -0.00,  0.14, 610, 55.76,  0.999999,  0.03,  0.03, 0, 0, 
208, I belong to Tellson's Bank, i belonged to tell since bank, -0.00,  0.13, 610, 55.68,  0.999999,  0.00,  0.00, 0, 0, 
209, You must know Tellson's Bank in London, you must know telsinsfankinlondon, -0.00,  0.15, 30, 29.52,  0.999442,  0.08,  0.08, 0, 0, 
210, I am going to Paris on business, i am being to paris on business,  0.00,  0.15, 370, 51.35,  0.999996,  0.06,  0.06, 0, 0, 
211, A crown to drink, a brown to gren,  0.00,  0.12, 330, 50.34,  0.999995,  0.06,  0.06, 0, 0, 
212, I may read this If so be as you're quick, i may read this as so bias your pick,  0.00,  0.14, 610, 55.67,  0.999999,  0.01,  0.01, 0, 0, 
213, sir He opened it in the light of the coach lamp on that side, sir he opened it in the light of the coat lamb pon that sit,  0.00,  0.14, 610, 55.69,  0.999999, -0.05, -0.05, 0, 0, 
214, and read first to himself and then aloud Wait at Dover for Mamselle, and we first to himself and then a long way that over from memel,  0.00,  0.14, 610, 55.68,  0.999999,  0.06,  0.06, 0, 0, 
215, It's not long you see, it is not long u s, -0.00,  0.15, 610, 55.64,  0.999999, -0.03, -0.03, 0, 0, 
216, guard Jerry say that my answer was RECALLED TO LIFE, tartary save that might answer was recultealife, -0.00,  0.14, 610, 55.72,  0.999999,  0.01,  0.01, 0, 0, 
217, Jerry started in his saddle, terry started in his saddle, -0.00,  0.14, 610, 55.76,  0.999999, -0.08, -0.08, 0, 0, 
218, That's a Blazing strange answer too said he at his hoarsest, that's a blazing strange answer to said he his forces, -0.00,  0.14, 610, 55.76,  0.999999,  0.03,  0.03, 0, 0, 
219, Take that message back and they will know that I received this, take that message back and they i knew that i received this, -0.00,  0.13, 610, 55.68,  0.999999,  0.01,  0.01, 0, 0, 
220, as well as if I wrote, as well as if i rode,  0.00,  0.15, 610, 55.71,  0.999999, -0.13, -0.13, 0, 0, 
221, Make the best of your way, make the best of our way,  0.00,  0.14, 610, 55.67,  0.999999, -0.07, -0.07, 0, 0, 
222, Good night With those words the passenger opened the coach door and got in not at all assisted by his fellow passengers, good night with those words the passenger opened the coach door and thought him not at all assisted by his fellow passengers, -0.00,  0.14, 610, 55.73,  0.999999, -0.12, -0.12, 0, 0, 
223, who had expeditiously secreted their watches and purses in their boots and were now making a general pretence of being asleep, he had expeditiouslysegreededtheirewalchesandpersesintheirboots and were now making a general dreams of being a le, -0.00,  0.15, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
224, With no more definite purpose than to escape the hazard of originating any other kind of action, with no more definite purpose than to escape the hazard of the rag in aiding any other cling of action,  0.00,  0.14, 610, 55.67,  0.999999, -0.05, -0.05, 0, 0, 
225, The coach lumbered on again with heavier wreaths of mist closing round it as it began the descent, the coasllemberedonthagainwithheavierreets of mist closing round it as if began the descend,  0.00,  0.14, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
226, The guard soon replaced his blunderbuss in his arm chest and having looked to the rest of its contents, the tar seen replaced his blunderbuss in his arm chest and having looked to the rest of its contents,  0.00,  0.14, 610, 55.70,  0.999999, -0.03, -0.03, 0, 0, 
227, and having looked to the supplementary pistols that he wore in his belt looked to a smaller chest beneath his seat, and having looked to the supplementary title that he wore in his below to a smaller chest beneath his seat,  0.00,  0.14, 610, 55.70,  0.999999,  0.06,  0.06, 0, 0, 
228, in which there were a few smith's tools a couple of torches and a tinder box, in which there were a few mats to the couple of torches and the tinder box, -0.00,  0.14, 610, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
229, For he was furnished with that completeness that if the coach lamps had been blown and stormed out, for he was furnished with a completeness that if the coat lamps had been blown and stormed out, -0.00,  0.13, 610, 55.72,  0.999999,  0.04,  0.04, 0, 0, 
230, which did occasionally happen he had only to shut himself up inside, which they occasionally happened he had only to shut himself up inside, -0.00,  0.14, 610, 55.72,  0.999999, -0.04, -0.04, 0, 0, 
