Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, L1NormNoise, L2NormNoise, LInfNormNoise, SNR(db),Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
128, made a decided scramble for it and the three other horses followed suit, made of the sided scramble for it and the three other horses followed so, -0.00,  0.14, 610, 12.924210,  0.061401,  0.001101, 55.66,  0.999999,  0.01,  0.01, 0, 0, 
129, Once more the Dover mail struggled on, once more that the for male struggled on,  0.00,  0.15, 610,  7.619580,  0.048073,  0.001045, 55.71,  0.999999, -0.08, -0.08, 0, 0, 
130, with the jack boots of its passengers squashing along by its side, with the jack boots of its passengers washing at along by its side, -0.00,  0.13, 610, 11.275832,  0.055385,  0.000918, 55.74,  0.999999, -0.11, -0.11, 0, 0, 
131, They had stopped when the coach stopped and they kept close company with it, they had stopped when the coat thought and they kept close company with it, -0.00,  0.13, 610, 11.150842,  0.054171,  0.000910, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
132, If any one of the three had had the hardihood to propose to another to walk on a little ahead into the mist and darkness, if any one of the three had had a hearty it i preposed to another to walk on the little head into the mist and darkness, -0.00,  0.14, 610, 17.698934,  0.071655,  0.001034, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
133, he would have put himself in a fair way of getting shot instantly as a highwayman, he would have put himself in the fair way of getting shot instantly as a highwayman,  0.00,  0.14, 490, 16.269352,  0.077067,  0.001242, 53.77,  0.999998,  0.05,  0.05, 0, 0, 
134, The last burst carried the mail to the summit of the hill, the last first carries the mail to the summit of the hill, -0.00,  0.14, 50, 100.906413,  0.589438,  0.011348, 34.05,  0.999803,  0.02,  0.02, 0, 0, 
135, The horses stopped to breathe again and the guard got down to skid the wheel for the descent, the horses stopped to breathe again in the bar of down to steep a wheel for the descent,  0.00,  0.13, 610, 12.730733,  0.059216,  0.000944, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
136, and open the coach door to let the passengers in, and o in the coat door to let the passengers i,  0.00,  0.14, 610,  8.287751,  0.048506,  0.000985, 55.73,  0.999999,  0.00,  0.00, 0, 0, 
137, Tst Joe cried the coachman in a warning voice, still cried the common in the warning voice,  0.00,  0.14, 610,  7.349653,  0.045669,  0.001059, 55.73,  0.999999, -0.00, -0.00, 0, 0, 
138, looking down from his box, looking down from his thoughts, -0.00,  0.14, 50, 66.283589,  0.482478,  0.012633, 33.96,  0.999799,  0.15,  0.15, 0, 0, 
139, What do you say Tom They both listened, what do you say tom they both listen,  0.00,  0.15, 610,  7.483451,  0.047603,  0.001046, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
140, I say a horse at a canter coming up, i say a horse as a consort coming up, -0.00,  0.14, 610,  6.829218,  0.043733,  0.000963, 55.75,  0.999999, -0.02, -0.02, 0, 0, 
141, Joe I say a horse at a gallop, delia a horse as a gallant,  0.00,  0.14, 610,  5.797738,  0.041042,  0.000951, 55.80,  0.999999, -0.03, -0.03, 0, 0, 
142, Tom returned the guard leaving his hold of the door and mounting nimbly to his place, tom returned the bar leaving his hold of the door and mounting and bread to his place,  0.00,  0.15, 610, 13.768614,  0.064185,  0.001176, 55.73,  0.999999, -0.03, -0.03, 0, 0, 
143, Gentlemen In the king's name all of you With this hurried adjuration, gentleman in the king's name it all of you with this hurry dateration, -0.00,  0.16, 610, 11.699069,  0.061146,  0.001034, 55.70,  0.999999,  0.01,  0.01, 0, 0, 
144, he cocked his blunderbuss and stood on the offensive, he caught his blunder bus and stood on the offensive,  0.00,  0.13, 610,  8.180476,  0.047046,  0.000962, 55.74,  0.999999,  0.07,  0.07, 0, 0, 
145, The passenger booked by this history, the passenger looked by this history,  0.00,  0.12, 350,  9.598352,  0.065044,  0.001435, 50.84,  0.999996,  0.11,  0.11, 0, 0, 
146, was on the coach step getting in, who is on the coat step getting i,  0.00,  0.13, 610,  5.951879,  0.040429,  0.000925, 55.72,  0.999999,  0.01,  0.01, 0, 0, 
147, the two other passengers were close behind him and about to follow, the two other passengers were close behind him in debate follow,  0.00,  0.14, 610, 10.661708,  0.055314,  0.001052, 55.67,  0.999999, -0.01, -0.01, 0, 0, 
148, He remained on the step, he may on the te, -0.00,  0.15, 10, 273.063328,  2.241600,  0.056172, 20.02,  0.995065, -0.01, -0.01, 0, 0, 
149, half in the coach and half out of they remained in the road below him, half in the coat and half out of they remained in the road below him,  0.00,  0.15, 610, 10.298270,  0.055644,  0.001023, 55.69,  0.999999,  0.07,  0.07, 0, 0, 
150, They all looked from the coachman to the guard and from the guard to the coachman and listened, they all looked from the coat man to the garden from the guard to the coachman and listen, -0.00,  0.14, 610, 13.530289,  0.063223,  0.000993, 55.72,  0.999999,  0.05,  0.05, 0, 0, 
151, The coachman looked back and the guard looked back, the coat men looked back and to gargle back,  0.00,  0.14, 610,  7.143895,  0.044682,  0.000989, 55.76,  0.999999,  0.02,  0.02, 0, 0, 
152, and even the emphatic leader pricked up his ears and looked back without contradicting, and even the inphatidleaderprethocisersandgokbetwithoutconfordedting, -0.00,  0.14, 610, 12.851018,  0.060696,  0.000974, 55.71,  0.999999, -0.06, -0.06, 0, 0, 
153, The stillness consequent on the cessation of the rumbling and labouring of the coach, the stillness consequent on the cessation of the rumbling and labouring of the coat, -0.00,  0.14, 70, 113.692376,  0.537229,  0.009700, 36.89,  0.999898,  0.01,  0.01, 0, 0, 
154, added to the stillness of the night made it very quiet indeed, added to the stillness of the night made very clio indeed,  0.00,  0.15, 610, 10.137347,  0.055378,  0.001109, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
155, The panting of the horses communicated a tremulous motion to the coach, the panting of the horses communicated a tremulous motion to the coat, -0.00,  0.14, 70, 105.828483,  0.519699,  0.008493, 36.94,  0.999899, -0.05, -0.05, 0, 0, 
156, as if it were in a state of agitation, o if i were in a state of attestation,  0.00,  0.13, 10, 397.437818,  2.572101,  0.054034, 19.98,  0.995017, -0.09, -0.09, 0, 0, 
157, The hearts of the passengers beat loud enough perhaps to be heard, the hearts of the passengers below enough perhaps to be heard,  0.00,  0.13, 290, 18.950006,  0.101265,  0.001770, 49.25,  0.999994, -0.02, -0.02, 0, 0, 
158, but at any rate the quiet pause was audibly expressive of people out of breath, but at any rate the quiet pose was o the gret xpressive of people out of breath,  0.00,  0.14, 610, 13.296765,  0.061980,  0.001071, 55.73,  0.999999, -0.06, -0.06, 0, 0, 
159, and holding the breath and having the pulses quickened by expectation, and holding the breath and having the pulses quick and by expectation,  0.00,  0.13, 610, 10.617799,  0.053420,  0.000970, 55.74,  0.999999, -0.01, -0.01, 0, 0, 
160, The sound of a horse at a gallop came fast and furiously up the hill, the sound of the horse at a gallop came fast and free as thy up the hill, -0.00,  0.14, 610, 10.881171,  0.055892,  0.000987, 55.68,  0.999999,  0.05,  0.05, 0, 0, 
161, So ho the guard sang out as loud as he could roar, so how the guard sang out as loud as he drew rear, -0.00,  0.14, 610,  8.454028,  0.049282,  0.000997, 55.70,  0.999999,  0.14,  0.14, 0, 0, 
162, Yo there Stand I shall fire The pace was suddenly checked and with much splashing and floundering, now there stand i sell fire the pace was southernly ceptin with much splashing and floundering,  0.00,  0.14, 610, 16.546799,  0.068885,  0.001055, 55.74,  0.999999, -0.04, -0.04, 0, 0, 
163, a man's voice called from the mist, a man voice called from the mist, -0.00,  0.14, 50, 72.760810,  0.506169,  0.011763, 33.98,  0.999800, -0.10, -0.10, 0, 0, 
164, Is that the Dover mail, he set the dover mail, -0.00,  0.14, 150, 16.677925,  0.139596,  0.004381, 43.52,  0.999978, -0.00, -0.00, 0, 0, 
165, Never you mind what it is the guard retorted, never you mind what it is the guard read order,  0.00,  0.15, 610,  7.902735,  0.049378,  0.000974, 55.69,  0.999999, -0.11, -0.11, 0, 0, 
166, What are you, love are you,  0.00,  0.14, 430,  4.524809,  0.043832,  0.001351, 52.57,  0.999997,  0.03,  0.03, 0, 0, 
167, Is that the Dover mail, he set the dover mail, -0.00,  0.14, 190, 13.274693,  0.110823,  0.003446, 45.53,  0.999986, -0.00, -0.00, 0, 0, 
168, Why do you want to know, lie do you want to know,  0.00,  0.16, 70, 47.513536,  0.369110,  0.009904, 36.90,  0.999898, -0.18, -0.18, 0, 0, 
169, I want a passenger if it is What passenger, i want the passenger it is what passenger, -0.00,  0.13, 610,  7.273318,  0.044814,  0.000934, 55.68,  0.999999,  0.04,  0.04, 0, 0, 
170, Mr Jarvis Lorry Our booked passenger showed in a moment that it was his name, mister jarvis lorry our booked passenger so in the moment that it was his name,  0.00,  0.15, 610, 14.107360,  0.065750,  0.001039, 55.73,  0.999999, -0.06, -0.06, 0, 0, 
171, The guard the coachman, the dart the coatsman, -0.00,  0.12, 610,  3.327692,  0.029074,  0.000830, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
172, and the two other passengers eyed him distrustfully, and the two other passengers i can distrustfully,  0.00,  0.14, 610,  8.903873,  0.050369,  0.001024, 55.74,  0.999999,  0.02,  0.02, 0, 0, 
173, Keep where you are the guard called to the voice in the mist, take care you are the guard called to the voice in the mist,  0.00,  0.14, 610,  9.143095,  0.052217,  0.001059, 55.65,  0.999999, -0.07, -0.07, 0, 0, 
174, because if I should make a mistake, because if i so make a mistake,  0.00,  0.13, 610,  5.475675,  0.037746,  0.000921, 55.68,  0.999999, -0.09, -0.09, 0, 0, 
175, it could never be set right in your lifetime, it could never be set right in her life time, -0.00,  0.14, 610,  8.197754,  0.048568,  0.001024, 55.70,  0.999999, -0.05, -0.05, 0, 0, 
176, Gentleman of the name of Lorry answer straight, gentleman of the name of lorianswerstraye,  0.00,  0.16, 610,  8.690462,  0.052924,  0.001136, 55.73,  0.999999, -0.05, -0.05, 0, 0, 
177, What is the matter asked the passenger, what is the matter as the passenger,  0.00,  0.13, 30, 118.249833,  0.803340,  0.020101, 29.54,  0.999445, -0.00, -0.00, 0, 0, 
178, then with mildly quavering speech, then with my old le quavering speech, -0.00,  0.15, 550,  8.284593,  0.052907,  0.001175, 54.78,  0.999998, -0.07, -0.07, 0, 0, 
179, Who wants me Is it Jerry I don't like Jerry's voice, who wants me as a tarry i ton't like jerry's voice,  0.00,  0.15, 610,  9.181300,  0.052315,  0.001101, 55.72,  0.999999, -0.07, -0.07, 0, 0, 
180, if it is Jerry growled the guard to himself, if it is terry ground the guard to himself,  0.00,  0.14, 610,  7.711799,  0.046856,  0.001078, 55.72,  0.999999, -0.09, -0.09, 0, 0, 
181, He's hoarser than suits me, he is worse than suits me,  0.00,  0.14, 610,  4.861839,  0.037409,  0.000887, 55.68,  0.999999,  0.05,  0.05, 0, 0, 
182, Mr Lorry What is the matter, i may as is the matter,  0.00,  0.15, 10, 354.360246,  2.591550,  0.068498, 19.97,  0.995011, -0.00, -0.00, 0, 0, 
183, A despatch sent after you from over yonder, of this path sent after you from over yonder, -0.00,  0.14, 610,  7.384677,  0.045389,  0.000988, 55.68,  0.999999,  0.03,  0.03, 0, 0, 
184, I know this messenger guard said Mr Lorry, i know this messenger hart said mister lorry, -0.00,  0.16, 610,  8.892910,  0.053353,  0.001025, 55.75,  0.999999, -0.11, -0.11, 0, 0, 
185, getting down into the road assisted from behind more swiftly than politely by the other two passengers, getting down into the road assisted from behind more swiftly than be lightly by the other two passengers,  0.00,  0.14, 610, 16.790428,  0.070317,  0.001199, 55.77,  0.999999, -0.02, -0.02, 0, 0, 
186, who immediately scrambled into the coach shut the door and pulled up the window, who immediately scrambled into the coach shut the door and pulled up a window, -0.00,  0.15, 570, 13.410238,  0.065710,  0.001113, 55.16,  0.999998, -0.09, -0.09, 0, 0, 
187, He may come close there's nothing wrong, he may come close there is nothing long, -0.00,  0.15, 10, 451.999983,  2.916828,  0.065313, 20.04,  0.995086, -0.10, -0.10, 0, 0, 
188, I hope there ain't but I can't make so 'Nation sure of that, i hope there ain't wot i can't make so nation sure of that,  0.00,  0.14, 610, 11.130025,  0.056044,  0.000969, 55.69,  0.999999,  0.00,  0.00, 0, 0, 
189, said the guard in gruff soliloquy, said the garden bruthsalilaaly, -0.00,  0.14, 610,  6.077548,  0.042290,  0.000993, 55.75,  0.999999, -0.00, -0.00, 0, 0, 
190, Hallo you Well And hallo you said Jerry, hallo you well and allow you said cherry, -0.00,  0.16, 610,  8.305873,  0.052760,  0.001082, 55.68,  0.999999,  0.00,  0.00, 0, 0, 
191, more hoarsely than before, more voice than before,  0.00,  0.15, 610,  5.065714,  0.039841,  0.000958, 55.71,  0.999999, -0.00, -0.00, 0, 0, 
192, Come on at a footpace d'ye mind me, come on at the full pace they mind me, -0.00,  0.15, 610,  6.482386,  0.044613,  0.001154, 55.73,  0.999999,  0.03,  0.03, 0, 0, 
193, And if you've got holsters to that saddle o' yourn, and if you thugfleterstothetsevelolyoon, -0.00,  0.15, 610,  9.739147,  0.054415,  0.001038, 55.70,  0.999999, -0.00, -0.00, 0, 0, 
194, don't let me see your hand go nigh 'em, then let me see your hand go night and,  0.00,  0.14, 610,  7.793389,  0.046829,  0.000988, 55.75,  0.999999, -0.01, -0.01, 0, 0, 
